accuracy,loss,val_accuracy,val_loss
0.6684374809265137,0.6522244215011597,0.7987499833106995,0.5382137298583984
0.7870312333106995,0.5401520133018494,0.7987499833106995,0.48482659459114075
0.7901562452316284,0.516605019569397,0.7987499833106995,0.4672144055366516
0.7903125286102295,0.5018889904022217,0.7987499833106995,0.4577886164188385
0.7934374809265137,0.4909701943397522,0.7993749976158142,0.45075085759162903
0.7951562404632568,0.48580509424209595,0.7993749976158142,0.4449078440666199
0.7979687452316284,0.48051562905311584,0.7993749976158142,0.43954432010650635
0.797656238079071,0.47284960746765137,0.7987499833106995,0.4344673156738281
0.8020312786102295,0.46516168117523193,0.7987499833106995,0.43143540620803833
0.7990624904632568,0.4665364921092987,0.7993749976158142,0.428585410118103
0.801562488079071,0.46173909306526184,0.800000011920929,0.42707058787345886
0.8035937547683716,0.4579520523548126,0.8031250238418579,0.4255867302417755
0.8040624856948853,0.45635008811950684,0.8075000047683716,0.4236575961112976
0.8051562309265137,0.4558173716068268,0.8087499737739563,0.42267554998397827
0.8070312738418579,0.448388934135437,0.8106250166893005,0.42061421275138855
0.8068749904632568,0.4505783021450043,0.8174999952316284,0.42049962282180786
0.8037499785423279,0.4567245841026306,0.809374988079071,0.4225699305534363
0.8096874952316284,0.44675543904304504,0.8125,0.42019206285476685
0.8068749904632568,0.4465288817882538,0.8131250143051147,0.42008182406425476
0.8068749904632568,0.4478936493396759,0.8149999976158142,0.41950371861457825
0.8042187690734863,0.4496195316314697,0.8106250166893005,0.42024075984954834
0.8073437213897705,0.44535771012306213,0.8131250143051147,0.41871902346611023
0.8060937523841858,0.44834354519844055,0.8118749856948853,0.4192398190498352
0.8101562261581421,0.4479973614215851,0.8125,0.41980046033859253
0.8100000023841858,0.44281548261642456,0.8118749856948853,0.41851577162742615
0.8092187643051147,0.44468265771865845,0.8181250095367432,0.4180649220943451
0.809374988079071,0.44711822271347046,0.8137500286102295,0.41897913813591003
0.8034374713897705,0.4469570517539978,0.8106250166893005,0.4191754460334778
0.8062499761581421,0.44457268714904785,0.8137500286102295,0.4175706207752228
0.8087499737739563,0.4420704245567322,0.8112499713897705,0.4175713062286377
0.8067187666893005,0.4439006447792053,0.8118749856948853,0.4187129735946655
0.8103125095367432,0.4379889667034149,0.8199999928474426,0.4154931604862213
0.8071874976158142,0.44449082016944885,0.8143749833106995,0.41648465394973755
0.8071874976158142,0.4429551064968109,0.8131250143051147,0.41722962260246277
0.8053125143051147,0.44525182247161865,0.8125,0.41747909784317017
0.8056250214576721,0.4396406412124634,0.8112499713897705,0.41612884402275085
0.8109375238418579,0.4376829266548157,0.8181250095367432,0.41402867436408997
0.8051562309265137,0.44258108735084534,0.8112499713897705,0.4161500632762909
0.809374988079071,0.44080406427383423,0.8162500262260437,0.4145137667655945
0.8070312738418579,0.4421609938144684,0.8168749809265137,0.41508951783180237
0.8084375262260437,0.43917128443717957,0.8100000023841858,0.41543862223625183
0.809374988079071,0.4322194755077362,0.8187500238418579,0.4125216007232666
0.8090624809265137,0.44039493799209595,0.8149999976158142,0.4131024479866028
0.8068749904632568,0.4400770962238312,0.8137500286102295,0.4135213792324066
0.8090624809265137,0.43908482789993286,0.8206250071525574,0.41218626499176025
0.8051562309265137,0.4403586983680725,0.8143749833106995,0.4124026596546173
0.8076562285423279,0.43877550959587097,0.8162500262260437,0.411479115486145
0.8062499761581421,0.4380898177623749,0.8212500214576721,0.4117487072944641
0.8109375238418579,0.4364866614341736,0.8212500214576721,0.4103822410106659
0.8084375262260437,0.4360937476158142,0.8149999976158142,0.41109195351600647
0.8064062595367432,0.43821242451667786,0.8149999976158142,0.41030049324035645
0.811718761920929,0.4331226646900177,0.8181250095367432,0.41086074709892273
0.8079687356948853,0.4340664744377136,0.8199999928474426,0.4081009328365326
0.8112499713897705,0.43484732508659363,0.8224999904632568,0.4085078537464142
0.8103125095367432,0.4350258708000183,0.8231250047683716,0.4092327952384949
0.805468738079071,0.44206514954566956,0.8224999904632568,0.40864408016204834
0.8098437786102295,0.4325026571750641,0.8218749761581421,0.4070872366428375
0.8092187643051147,0.4373595118522644,0.8218749761581421,0.40831243991851807
0.8075000047683716,0.43787330389022827,0.8224999904632568,0.4098644256591797
0.8081250190734863,0.4359227120876312,0.8212500214576721,0.40843677520751953
0.807812511920929,0.4357992112636566,0.8218749761581421,0.40821242332458496
0.8076562285423279,0.43570077419281006,0.8206250071525574,0.4081651568412781
0.8050000071525574,0.43747013807296753,0.8218749761581421,0.40704238414764404
0.8098437786102295,0.4335404932498932,0.8199999928474426,0.4068012535572052
0.8089062571525574,0.439256489276886,0.8212500214576721,0.4087832570075989
0.8037499785423279,0.43494874238967896,0.8199999928474426,0.40726062655448914
0.8095312714576721,0.43426117300987244,0.8212500214576721,0.4060421288013458
0.8076562285423279,0.4326859414577484,0.8193749785423279,0.40595299005508423
0.8075000047683716,0.43468108773231506,0.8187500238418579,0.406943142414093
0.8029687404632568,0.4394547641277313,0.8125,0.4078833758831024
0.8092187643051147,0.4346996545791626,0.8187500238418579,0.4045269787311554
0.809374988079071,0.4305383563041687,0.8206250071525574,0.4044564366340637
0.8082812428474426,0.4341093897819519,0.8193749785423279,0.4058351516723633
0.8106250166893005,0.43072474002838135,0.8181250095367432,0.4048464894294739
0.80859375,0.43415623903274536,0.8199999928474426,0.40401145815849304
0.8068749904632568,0.43293866515159607,0.8187500238418579,0.4038388729095459
0.8068749904632568,0.4350009262561798,0.8199999928474426,0.4034212827682495
0.8076562285423279,0.43655121326446533,0.8199999928474426,0.40363389253616333
0.809374988079071,0.43890517950057983,0.8199999928474426,0.40398913621902466
0.8070312738418579,0.4354492127895355,0.8199999928474426,0.40361106395721436
0.80859375,0.4337685704231262,0.8199999928474426,0.404220849275589
0.8095312714576721,0.4312174618244171,0.8199999928474426,0.4034014046192169
0.8084375262260437,0.4285259246826172,0.8199999928474426,0.4022386074066162
0.8059375286102295,0.4345957040786743,0.8206250071525574,0.40265899896621704
0.8073437213897705,0.4329248070716858,0.8206250071525574,0.40146005153656006
0.8095312714576721,0.4319066107273102,0.8199999928474426,0.4018810987472534
0.8106250166893005,0.4308818578720093,0.8206250071525574,0.40169617533683777
0.8073437213897705,0.43133214116096497,0.8212500214576721,0.400639146566391
0.807812511920929,0.42985838651657104,0.8218749761581421,0.4019410312175751
0.8065624833106995,0.4304632246494293,0.8224999904632568,0.39947137236595154
0.8107812404632568,0.43274959921836853,0.8218749761581421,0.4009060263633728
0.8079687356948853,0.4306471347808838,0.8224999904632568,0.4012131094932556
0.8090624809265137,0.43539005517959595,0.8218749761581421,0.4020850360393524
0.8071874976158142,0.43398600816726685,0.8218749761581421,0.4008193910121918
0.8057812452316284,0.4310075044631958,0.8218749761581421,0.39939022064208984
0.8064062595367432,0.4308282136917114,0.8231250047683716,0.39736858010292053
0.809374988079071,0.4259209930896759,0.8231250047683716,0.396214097738266
0.8087499737739563,0.42630043625831604,0.8243749737739563,0.39581963419914246
0.8087499737739563,0.4322396516799927,0.8224999904632568,0.3965689539909363
0.8090624809265137,0.4293622672557831,0.8224999904632568,0.3959365487098694
